Gene stable ID	Mouse gene stable ID
MGP_BALBcJ_G0003141	
MGP_BALBcJ_G0007851	ENSMUSG00000098600
MGP_BALBcJ_G0012901	
MGP_BALBcJ_G0005041	ENSMUSG00000103503
MGP_BALBcJ_G0010807	
MGP_BALBcJ_G0013862	
MGP_BALBcJ_G0000905	
MGP_BALBcJ_G0012717	
MGP_BALBcJ_G0025735	ENSMUSG00000026970
MGP_BALBcJ_G0006226	ENSMUSG00000105642
MGP_BALBcJ_G0040009	
MGP_BALBcJ_G0020109	
MGP_BALBcJ_G0010592	
MGP_BALBcJ_G0026901	ENSMUSG00000074576
MGP_BALBcJ_G0016568	ENSMUSG00000060519
MGP_BALBcJ_G0030236	ENSMUSG00000037017
MGP_BALBcJ_G0020099	ENSMUSG00000072825
MGP_BALBcJ_G0006585	ENSMUSG00000106718
MGP_BALBcJ_G0040566	
MGP_BALBcJ_G0018757	ENSMUSG00000053184
MGP_BALBcJ_G0038133	ENSMUSG00000088449
MGP_BALBcJ_G0028852	ENSMUSG00000066043
MGP_BALBcJ_G0038027	ENSMUSG00000088387
MGP_BALBcJ_G0009952	
MGP_BALBcJ_G0033444	
MGP_BALBcJ_G0029442	ENSMUSG00000059866
MGP_BALBcJ_G0000726	
MGP_BALBcJ_G0029555	ENSMUSG00000029201
MGP_BALBcJ_G0027608	ENSMUSG00000057123
MGP_BALBcJ_G0015897	ENSMUSG00000048234
MGP_BALBcJ_G0005301	ENSMUSG00000085126
MGP_BALBcJ_G0020086	ENSMUSG00000021290
MGP_BALBcJ_G0012796	
MGP_BALBcJ_G0030153	ENSMUSG00000005374
MGP_BALBcJ_G0022747	ENSMUSG00000022902
MGP_BALBcJ_G0002645	
MGP_BALBcJ_G0036846	ENSMUSG00000101450
MGP_BALBcJ_G0018417	ENSMUSG00000033352
MGP_BALBcJ_G0027909	ENSMUSG00000028273
MGP_BALBcJ_G0030001	ENSMUSG00000042726
MGP_BALBcJ_G0021873	ENSMUSG00000053469
MGP_BALBcJ_G0017930	ENSMUSG00000009073
MGP_BALBcJ_G0017155	ENSMUSG00000019900
MGP_BALBcJ_G0037472	ENSMUSG00000077541
MGP_BALBcJ_G0030450	ENSMUSG00000000058
MGP_BALBcJ_G0010902	
MGP_BALBcJ_G0025397	ENSMUSG00000036770
MGP_BALBcJ_G0011362	
MGP_BALBcJ_G0034603	ENSMUSG00000094269
MGP_BALBcJ_G0016111	ENSMUSG00000026197
MGP_BALBcJ_G0028969	ENSMUSG00000041351
MGP_BALBcJ_G0017792	ENSMUSG00000039994
MGP_BALBcJ_G0021375	ENSMUSG00000021963
MGP_BALBcJ_G0039713	
MGP_BALBcJ_G0027267	ENSMUSG00000098207
MGP_BALBcJ_G0005964	ENSMUSG00000086197
MGP_BALBcJ_G0002101	
MGP_BALBcJ_G0036075	ENSMUSG00000031425
MGP_BALBcJ_G0002038	
MGP_BALBcJ_G0024214	ENSMUSG00000044201
MGP_BALBcJ_G0004342	
MGP_BALBcJ_G0002156	
MGP_BALBcJ_G0040480	
MGP_BALBcJ_G0022959	ENSMUSG00000050704
MGP_BALBcJ_G0024821	ENSMUSG00000043789
MGP_BALBcJ_G0028998	ENSMUSG00000028743
MGP_BALBcJ_G0007785	ENSMUSG00000093572
MGP_BALBcJ_G0020548	ENSMUSG00000034686
MGP_BALBcJ_G0007770	ENSMUSG00000092889
MGP_BALBcJ_G0021793	ENSMUSG00000022337
MGP_BALBcJ_G0013473	
MGP_BALBcJ_G0027640	ENSMUSG00000008763
MGP_BALBcJ_G0034647	ENSMUSG00000032018
MGP_BALBcJ_G0038382	ENSMUSG00000089512
MGP_BALBcJ_G0037326	ENSMUSG00000064491
MGP_BALBcJ_G0016783	ENSMUSG00000019699
MGP_BALBcJ_G0036526	ENSMUSG00000089047
MGP_BALBcJ_G0022984	ENSMUSG00000044227
MGP_BALBcJ_G0021857	
MGP_BALBcJ_G0036092	ENSMUSG00000031438
MGP_BALBcJ_G0005013	ENSMUSG00000103156
MGP_BALBcJ_G0016863	ENSMUSG00000026608
MGP_BALBcJ_G0036993	ENSMUSG00000085093
MGP_BALBcJ_G0029471	
MGP_BALBcJ_G0008681	ENSMUSG00000080663
MGP_BALBcJ_G0032152	ENSMUSG00000047085
MGP_BALBcJ_G0020097	ENSMUSG00000001729
MGP_BALBcJ_G0003132	ENSMUSG00000085331
MGP_BALBcJ_G0008969	ENSMUSG00000098661
MGP_BALBcJ_G0032083	ENSMUSG00000044452
MGP_BALBcJ_G0009203	ENSMUSG00000093067
MGP_BALBcJ_G0012282	
MGP_BALBcJ_G0011108	
MGP_BALBcJ_G0020556	ENSMUSG00000021501
MGP_BALBcJ_G0021908	ENSMUSG00000075604
MGP_BALBcJ_G0007715	ENSMUSG00000065524
MGP_BALBcJ_G0013527	
MGP_BALBcJ_G0039915	
MGP_BALBcJ_G0000234	
MGP_BALBcJ_G0038431	ENSMUSG00000064816
MGP_BALBcJ_G0025654	ENSMUSG00000055088
MGP_BALBcJ_G0023198	ENSMUSG00000035868
MGP_BALBcJ_G0006891	ENSMUSG00000044471
MGP_BALBcJ_G0012625	
MGP_BALBcJ_G0013841	
MGP_BALBcJ_G0005468	ENSMUSG00000097848
MGP_BALBcJ_G0020308	ENSMUSG00000069310
MGP_BALBcJ_G0027419	ENSMUSG00000042572
MGP_BALBcJ_G0003895	
MGP_BALBcJ_G0035072	ENSMUSG00000042761
MGP_BALBcJ_G0020179	ENSMUSG00000005397
MGP_BALBcJ_G0000114	ENSMUSG00000096515
MGP_BALBcJ_G0022973	ENSMUSG00000057174
MGP_BALBcJ_G0020852	ENSMUSG00000021709
MGP_BALBcJ_G0037989	ENSMUSG00000088121
MGP_BALBcJ_G0039007	ENSMUSG00000077467
MGP_BALBcJ_G0032877	ENSMUSG00000045659
MGP_BALBcJ_G0032183	ENSMUSG00000003184
MGP_BALBcJ_G0006458	ENSMUSG00000085870
MGP_BALBcJ_G0006182	ENSMUSG00000102545
MGP_BALBcJ_G0037500	ENSMUSG00000065760
MGP_BALBcJ_G0012731	
MGP_BALBcJ_G0020268	ENSMUSG00000094637
MGP_BALBcJ_G0009087	ENSMUSG00000076144
MGP_BALBcJ_G0017061	ENSMUSG00000000295
MGP_BALBcJ_G0018403	ENSMUSG00000047821
MGP_BALBcJ_G0024984	ENSMUSG00000047298
MGP_BALBcJ_G0005361	ENSMUSG00000091583
MGP_BALBcJ_G0018126	ENSMUSG00000044847
MGP_BALBcJ_G0034124	
MGP_BALBcJ_G0002759	
MGP_BALBcJ_G0000032	ENSMUSG00000106668
MGP_BALBcJ_G0009910	ENSMUSG00000006395
MGP_BALBcJ_G0017025	ENSMUSG00000095569
MGP_BALBcJ_G0013384	
MGP_BALBcJ_G0006620	ENSMUSG00000105730
MGP_BALBcJ_G0010535	
MGP_BALBcJ_G0025300	ENSMUSG00000025815
MGP_BALBcJ_G0027780	ENSMUSG00000000339
MGP_BALBcJ_G0029963	ENSMUSG00000029363
MGP_BALBcJ_G0017753	ENSMUSG00000025410
MGP_BALBcJ_G0014958	
MGP_BALBcJ_G0037201	ENSMUSG00000077582
MGP_BALBcJ_G0027952	ENSMUSG00000028184
MGP_BALBcJ_G0023793	ENSMUSG00000023973
MGP_BALBcJ_G0023785	ENSMUSG00000002767
MGP_BALBcJ_G0017826	ENSMUSG00000025352
MGP_BALBcJ_G0004096	
MGP_BALBcJ_G0001780	
MGP_BALBcJ_G0034461	ENSMUSG00000043067
MGP_BALBcJ_G0031802	
MGP_BALBcJ_G0011611	
MGP_BALBcJ_G0022232	
MGP_BALBcJ_G0020373	ENSMUSG00000050295
MGP_BALBcJ_G0003855	
MGP_BALBcJ_G0030822	ENSMUSG00000093755
MGP_BALBcJ_G0030118	ENSMUSG00000034118
MGP_BALBcJ_G0007621	ENSMUSG00000080345
MGP_BALBcJ_G0008932	ENSMUSG00000078041
MGP_BALBcJ_G0020452	ENSMUSG00000044164
MGP_BALBcJ_G0001860	
MGP_BALBcJ_G0024974	ENSMUSG00000051490
MGP_BALBcJ_G0030152	ENSMUSG00000005373
MGP_BALBcJ_G0000620	
MGP_BALBcJ_G0027680	ENSMUSG00000055865
MGP_BALBcJ_G0036533	ENSMUSG00000093322
MGP_BALBcJ_G0020327	ENSMUSG00000019132
MGP_BALBcJ_G0000849	
MGP_BALBcJ_G0001248	
MGP_BALBcJ_G0032820	ENSMUSG00000066240
MGP_BALBcJ_G0016397	ENSMUSG00000055184
MGP_BALBcJ_G0018833	ENSMUSG00000072582
MGP_BALBcJ_G0004244	
MGP_BALBcJ_G0039817	
MGP_BALBcJ_G0017116	ENSMUSG00000075225
MGP_BALBcJ_G0026572	ENSMUSG00000001767
MGP_BALBcJ_G0021988	ENSMUSG00000033565
MGP_BALBcJ_G0034556	ENSMUSG00000096409
MGP_BALBcJ_G0005915	ENSMUSG00000086559
MGP_BALBcJ_G0000286	
MGP_BALBcJ_G0020871	
MGP_BALBcJ_G0006402	ENSMUSG00000097249
MGP_BALBcJ_G0013703	
MGP_BALBcJ_G0030873	ENSMUSG00000068341
MGP_BALBcJ_G0025492	ENSMUSG00000026833
MGP_BALBcJ_G0003400	
MGP_BALBcJ_G0018060	ENSMUSG00000020305
MGP_BALBcJ_G0022283	
MGP_BALBcJ_G0038947	ENSMUSG00000089087
MGP_BALBcJ_G0030974	ENSMUSG00000030051
MGP_BALBcJ_G0026914	ENSMUSG00000027560
MGP_BALBcJ_G0023900	ENSMUSG00000024207
MGP_BALBcJ_G0017289	ENSMUSG00000033444
MGP_BALBcJ_G0004752	ENSMUSG00000101514
MGP_BALBcJ_G0000227	
MGP_BALBcJ_G0035927	ENSMUSG00000047797
MGP_BALBcJ_G0001034	
MGP_BALBcJ_G0001157	
MGP_BALBcJ_G0013310	
MGP_BALBcJ_G0013225	
MGP_BALBcJ_G0010181	
MGP_BALBcJ_G0035232	ENSMUSG00000010047
MGP_BALBcJ_G0014593	
MGP_BALBcJ_G0006222	ENSMUSG00000106639
MGP_BALBcJ_G0020365	ENSMUSG00000069255
MGP_BALBcJ_G0010929	
MGP_BALBcJ_G0038602	ENSMUSG00000077264
MGP_BALBcJ_G0024867	ENSMUSG00000067529
MGP_BALBcJ_G0003758	
MGP_BALBcJ_G0015718	
MGP_BALBcJ_G0009027	ENSMUSG00000098267
MGP_BALBcJ_G0011145	
MGP_BALBcJ_G0023347	ENSMUSG00000090113
MGP_BALBcJ_G0027422	ENSMUSG00000060671
MGP_BALBcJ_G0018972	ENSMUSG00000049807
MGP_BALBcJ_G0032329	ENSMUSG00000033429
MGP_BALBcJ_G0031955	ENSMUSG00000030592
MGP_BALBcJ_G0012054	
MGP_BALBcJ_G0024496	ENSMUSG00000024539
MGP_BALBcJ_G0021054	ENSMUSG00000015968
MGP_BALBcJ_G0008239	ENSMUSG00000098403
MGP_BALBcJ_G0030849	ENSMUSG00000037621
MGP_BALBcJ_G0000477	
MGP_BALBcJ_G0008820	ENSMUSG00000099324
MGP_BALBcJ_G0031342	ENSMUSG00000072718
MGP_BALBcJ_G0007996	ENSMUSG00000080356
MGP_BALBcJ_G0008934	ENSMUSG00000078032
MGP_BALBcJ_G0004917	ENSMUSG00000097881
MGP_BALBcJ_G0033773	ENSMUSG00000034472
MGP_BALBcJ_G0019832	ENSMUSG00000021134
MGP_BALBcJ_G0012734	
MGP_BALBcJ_G0016222	ENSMUSG00000036251
MGP_BALBcJ_G0032162	ENSMUSG00000062785
MGP_BALBcJ_G0004194	
MGP_BALBcJ_G0027167	ENSMUSG00000037161
MGP_BALBcJ_G0011956	
MGP_BALBcJ_G0039435	ENSMUSG00000088419
MGP_BALBcJ_G0032521	ENSMUSG00000074004
MGP_BALBcJ_G0017007	
MGP_BALBcJ_G0015893	ENSMUSG00000026077
MGP_BALBcJ_G0001058	
MGP_BALBcJ_G0033542	ENSMUSG00000031651
MGP_BALBcJ_G0040393	
MGP_BALBcJ_G0019800	ENSMUSG00000033373
MGP_BALBcJ_G0038685	ENSMUSG00000077428
MGP_BALBcJ_G0039322	ENSMUSG00000088374
MGP_BALBcJ_G0006019	ENSMUSG00000087508
MGP_BALBcJ_G0012338	
MGP_BALBcJ_G0033959	ENSMUSG00000031792
MGP_BALBcJ_G0000323	
MGP_BALBcJ_G0038601	ENSMUSG00000077750
MGP_BALBcJ_G0020001	ENSMUSG00000071177
MGP_BALBcJ_G0025150	ENSMUSG00000025208
MGP_BALBcJ_G0018690	ENSMUSG00000000686
MGP_BALBcJ_G0014621	
MGP_BALBcJ_G0006895	ENSMUSG00000086855
MGP_BALBcJ_G0010772	
MGP_BALBcJ_G0020914	ENSMUSG00000021728
MGP_BALBcJ_G0014262	
MGP_BALBcJ_G0035936	ENSMUSG00000049191
MGP_BALBcJ_G0011287	
MGP_BALBcJ_G0001875	
MGP_BALBcJ_G0022050	ENSMUSG00000042535
MGP_BALBcJ_G0027739	ENSMUSG00000046793
MGP_BALBcJ_G0017743	ENSMUSG00000006728
MGP_BALBcJ_G0011608	
MGP_BALBcJ_G0018771	ENSMUSG00000020696
MGP_BALBcJ_G0028402	ENSMUSG00000048806
MGP_BALBcJ_G0031180	ENSMUSG00000041372
MGP_BALBcJ_G0010332	
MGP_BALBcJ_G0000321	
MGP_BALBcJ_G0040383	
MGP_BALBcJ_G0031456	ENSMUSG00000041540
MGP_BALBcJ_G0010832	
MGP_BALBcJ_G0028873	ENSMUSG00000028857
MGP_BALBcJ_G0025480	ENSMUSG00000036067
MGP_BALBcJ_G0026703	ENSMUSG00000027597
MGP_BALBcJ_G0017145	
MGP_BALBcJ_G0024527	ENSMUSG00000053846
MGP_BALBcJ_G0019773	ENSMUSG00000034442
MGP_BALBcJ_G0016857	ENSMUSG00000001305
MGP_BALBcJ_G0029610	ENSMUSG00000029227
MGP_BALBcJ_G0028884	ENSMUSG00000037553
MGP_BALBcJ_G0024765	ENSMUSG00000053303
MGP_BALBcJ_G0029019	ENSMUSG00000040860
MGP_BALBcJ_G0007312	
MGP_BALBcJ_G0004792	ENSMUSG00000099413
MGP_BALBcJ_G0024277	ENSMUSG00000051599
MGP_BALBcJ_G0001946	
MGP_BALBcJ_G0023849	ENSMUSG00000017831
MGP_BALBcJ_G0001309	
MGP_BALBcJ_G0020682	ENSMUSG00000021534
MGP_BALBcJ_G0035934	
MGP_BALBcJ_G0005004	ENSMUSG00000097045
MGP_BALBcJ_G0029385	ENSMUSG00000029151
MGP_BALBcJ_G0005038	ENSMUSG00000103449
MGP_BALBcJ_G0020717	ENSMUSG00000021578
MGP_BALBcJ_G0037297	ENSMUSG00000080577
MGP_BALBcJ_G0008617	ENSMUSG00000098808
MGP_BALBcJ_G0031891	
MGP_BALBcJ_G0018540	ENSMUSG00000046811
MGP_BALBcJ_G0034959	ENSMUSG00000052698
MGP_BALBcJ_G0006682	ENSMUSG00000105218
MGP_BALBcJ_G0024448	ENSMUSG00000024578
MGP_BALBcJ_G0005831	ENSMUSG00000099424
MGP_BALBcJ_G0001450	
MGP_BALBcJ_G0007247	ENSMUSG00000108583
MGP_BALBcJ_G0032306	ENSMUSG00000047037
MGP_BALBcJ_G0008142	ENSMUSG00000098457
MGP_BALBcJ_G0014581	
MGP_BALBcJ_G0022601	ENSMUSG00000043008
MGP_BALBcJ_G0018370	ENSMUSG00000018932
MGP_BALBcJ_G0009546	ENSMUSG00000098920
MGP_BALBcJ_G0011303	
MGP_BALBcJ_G0024022	ENSMUSG00000066938
MGP_BALBcJ_G0034446	ENSMUSG00000001349
MGP_BALBcJ_G0020656	ENSMUSG00000055341
MGP_BALBcJ_G0030973	ENSMUSG00000049409
MGP_BALBcJ_G0034902	ENSMUSG00000032403
MGP_BALBcJ_G0025820	ENSMUSG00000050368
MGP_BALBcJ_G0020508	ENSMUSG00000021460
MGP_BALBcJ_G0000986	
MGP_BALBcJ_G0019496	ENSMUSG00000039198
MGP_BALBcJ_G0023543	ENSMUSG00000034786
MGP_BALBcJ_G0016122	ENSMUSG00000026209
MGP_BALBcJ_G0030614	ENSMUSG00000029868
MGP_BALBcJ_G0031289	ENSMUSG00000000182
MGP_BALBcJ_G0033581	ENSMUSG00000061974
MGP_BALBcJ_G0028867	ENSMUSG00000037692
MGP_BALBcJ_G0022416	ENSMUSG00000059043
MGP_BALBcJ_G0004360	
MGP_BALBcJ_G0002390	
MGP_BALBcJ_G0015558	ENSMUSG00000107214
MGP_BALBcJ_G0021134	
MGP_BALBcJ_G0011625	
MGP_BALBcJ_G0015819	ENSMUSG00000041670
MGP_BALBcJ_G0033837	ENSMUSG00000004996
MGP_BALBcJ_G0035523	ENSMUSG00000047344
MGP_BALBcJ_G0035417	ENSMUSG00000040936
MGP_BALBcJ_G0040309	
MGP_BALBcJ_G0034933	ENSMUSG00000032388
MGP_BALBcJ_G0026582	ENSMUSG00000037014
MGP_BALBcJ_G0018259	ENSMUSG00000020268
MGP_BALBcJ_G0001912	
MGP_BALBcJ_G0023551	ENSMUSG00000033739
MGP_BALBcJ_G0032145	ENSMUSG00000044485
MGP_BALBcJ_G0025928	ENSMUSG00000075202
MGP_BALBcJ_G0010686	
MGP_BALBcJ_G0007083	ENSMUSG00000107815
MGP_BALBcJ_G0027205	ENSMUSG00000036503
MGP_BALBcJ_G0018568	ENSMUSG00000020808
MGP_BALBcJ_G0004054	
MGP_BALBcJ_G0030765	ENSMUSG00000071893
MGP_BALBcJ_G0018787	ENSMUSG00000020686
MGP_BALBcJ_G0017924	ENSMUSG00000034354
MGP_BALBcJ_G0017050	ENSMUSG00000038916
MGP_BALBcJ_G0018449	ENSMUSG00000052921
MGP_BALBcJ_G0016841	ENSMUSG00000072258
MGP_BALBcJ_G0018994	ENSMUSG00000038255
MGP_BALBcJ_G0016590	ENSMUSG00000026708
MGP_BALBcJ_G0012562	
MGP_BALBcJ_G0030538	ENSMUSG00000018999
MGP_BALBcJ_G0008548	ENSMUSG00000106196
MGP_BALBcJ_G0007254	ENSMUSG00000108626
MGP_BALBcJ_G0035656	ENSMUSG00000037005
MGP_BALBcJ_G0024112	ENSMUSG00000024294
MGP_BALBcJ_G0018424	ENSMUSG00000069844
MGP_BALBcJ_G0023750	ENSMUSG00000023938
MGP_BALBcJ_G0022997	ENSMUSG00000022978
MGP_BALBcJ_G0040691	
MGP_BALBcJ_G0016538	ENSMUSG00000042708
MGP_BALBcJ_G0002896	
MGP_BALBcJ_G0018820	ENSMUSG00000018481
MGP_BALBcJ_G0016618	ENSMUSG00000041396
MGP_BALBcJ_G0009802	ENSMUSG00000092905
MGP_BALBcJ_G0038103	ENSMUSG00000077163
MGP_BALBcJ_G0008346	ENSMUSG00000098252
MGP_BALBcJ_G0014698	
MGP_BALBcJ_G0000969	
MGP_BALBcJ_G0028169	ENSMUSG00000036062
MGP_BALBcJ_G0027628	ENSMUSG00000095388
MGP_BALBcJ_G0031797	ENSMUSG00000097425
MGP_BALBcJ_G0000017	ENSMUSG00000094028
MGP_BALBcJ_G0035538	ENSMUSG00000031007
MGP_BALBcJ_G0037226	ENSMUSG00000088987
MGP_BALBcJ_G0012348	
MGP_BALBcJ_G0026869	ENSMUSG00000027670
MGP_BALBcJ_G0033228	ENSMUSG00000037887
MGP_BALBcJ_G0002657	
MGP_BALBcJ_G0035786	ENSMUSG00000002010
MGP_BALBcJ_G0011567	
MGP_BALBcJ_G0002794	
MGP_BALBcJ_G0037268	ENSMUSG00000064831
MGP_BALBcJ_G0016001	ENSMUSG00000079550
MGP_BALBcJ_G0024042	ENSMUSG00000024254
MGP_BALBcJ_G0006429	ENSMUSG00000087517
MGP_BALBcJ_G0023676	ENSMUSG00000059687
MGP_BALBcJ_G0003657	
MGP_BALBcJ_G0001673	
MGP_BALBcJ_G0028802	ENSMUSG00000057572
MGP_BALBcJ_G0010105	
MGP_BALBcJ_G0036451	
MGP_BALBcJ_G0004692	
MGP_BALBcJ_G0032639	ENSMUSG00000073950
MGP_BALBcJ_G0020917	ENSMUSG00000097411
MGP_BALBcJ_G0039756	
MGP_BALBcJ_G0039242	ENSMUSG00000089415
MGP_BALBcJ_G0018796	ENSMUSG00000000982
MGP_BALBcJ_G0008879	ENSMUSG00000106152
MGP_BALBcJ_G0035156	ENSMUSG00000043154
MGP_BALBcJ_G0032843	ENSMUSG00000031016
MGP_BALBcJ_G0020645	ENSMUSG00000021519
MGP_BALBcJ_G0020422	ENSMUSG00000039004
MGP_BALBcJ_G0031005	ENSMUSG00000068234
MGP_BALBcJ_G0030098	ENSMUSG00000029420
MGP_BALBcJ_G0039403	ENSMUSG00000088784
MGP_BALBcJ_G0036848	ENSMUSG00000101414
MGP_BALBcJ_G0006129	ENSMUSG00000084754
MGP_BALBcJ_G0027561	ENSMUSG00000038612
MGP_BALBcJ_G0028841	ENSMUSG00000028911
MGP_BALBcJ_G0029976	ENSMUSG00000029595
MGP_BALBcJ_G0038214	ENSMUSG00000064909
MGP_BALBcJ_G0037892	ENSMUSG00000089051
MGP_BALBcJ_G0012968	
MGP_BALBcJ_G0011097	
MGP_BALBcJ_G0039151	ENSMUSG00000093562
MGP_BALBcJ_G0014767	
MGP_BALBcJ_G0033079	ENSMUSG00000006205
MGP_BALBcJ_G0026610	ENSMUSG00000027454
MGP_BALBcJ_G0019614	ENSMUSG00000090946
MGP_BALBcJ_G0002791	
MGP_BALBcJ_G0009895	ENSMUSG00000091950
MGP_BALBcJ_G0022666	ENSMUSG00000056423
MGP_BALBcJ_G0035171	ENSMUSG00000032555
MGP_BALBcJ_G0015747	ENSMUSG00000025902
MGP_BALBcJ_G0039584	ENSMUSG00000089284
MGP_BALBcJ_G0038292	ENSMUSG00000093905
MGP_BALBcJ_G0030026	ENSMUSG00000029464
MGP_BALBcJ_G0038095	ENSMUSG00000089230
MGP_BALBcJ_G0018658	ENSMUSG00000017781
MGP_BALBcJ_G0005792	ENSMUSG00000101084
MGP_BALBcJ_G0010368	
MGP_BALBcJ_G0006397	ENSMUSG00000085375
MGP_BALBcJ_G0023111	ENSMUSG00000023827
MGP_BALBcJ_G0012392	
MGP_BALBcJ_G0007413	ENSMUSG00000097604
MGP_BALBcJ_G0008733	ENSMUSG00000098422
MGP_BALBcJ_G0040147	
MGP_BALBcJ_G0027100	ENSMUSG00000037661
MGP_BALBcJ_G0021552	ENSMUSG00000022014
MGP_BALBcJ_G0004157	
MGP_BALBcJ_G0004131	
MGP_BALBcJ_G0020287	ENSMUSG00000060981
MGP_BALBcJ_G0015608	ENSMUSG00000085995
MGP_BALBcJ_G0028275	ENSMUSG00000070983
MGP_BALBcJ_G0035704	ENSMUSG00000058932
MGP_BALBcJ_G0006827	ENSMUSG00000104845
MGP_BALBcJ_G0036977	ENSMUSG00000106341
MGP_BALBcJ_G0031352	ENSMUSG00000030189
MGP_BALBcJ_G0003262	
MGP_BALBcJ_G0038035	ENSMUSG00000098970
MGP_BALBcJ_G0030252	ENSMUSG00000036898
MGP_BALBcJ_G0033021	ENSMUSG00000045251
MGP_BALBcJ_G0029503	ENSMUSG00000029084
MGP_BALBcJ_G0023032	ENSMUSG00000022947
MGP_BALBcJ_G0000834	
MGP_BALBcJ_G0031241	ENSMUSG00000072772
MGP_BALBcJ_G0039307	ENSMUSG00000089445
MGP_BALBcJ_G0034883	ENSMUSG00000047766
MGP_BALBcJ_G0026718	ENSMUSG00000027612
MGP_BALBcJ_G0006228	ENSMUSG00000105891
MGP_BALBcJ_G0012357	
MGP_BALBcJ_G0028194	ENSMUSG00000066196
MGP_BALBcJ_G0013095	
MGP_BALBcJ_G0023809	ENSMUSG00000034165
MGP_BALBcJ_G0030605	ENSMUSG00000096525
MGP_BALBcJ_G0038007	ENSMUSG00000088650
MGP_BALBcJ_G0000982	
MGP_BALBcJ_G0014265	
MGP_BALBcJ_G0028800	ENSMUSG00000001333
MGP_BALBcJ_G0022510	ENSMUSG00000022677
MGP_BALBcJ_G0005477	ENSMUSG00000086861
MGP_BALBcJ_G0038183	ENSMUSG00000077633
MGP_BALBcJ_G0019061	ENSMUSG00000048294
MGP_BALBcJ_G0000119	ENSMUSG00000096490
MGP_BALBcJ_G0013717	
MGP_BALBcJ_G0008560	ENSMUSG00000080374
MGP_BALBcJ_G0012312	
MGP_BALBcJ_G0039230	ENSMUSG00000088734
MGP_BALBcJ_G0002005	
MGP_BALBcJ_G0008490	ENSMUSG00000092845
MGP_BALBcJ_G0000676	
MGP_BALBcJ_G0020741	ENSMUSG00000051098
MGP_BALBcJ_G0019901	ENSMUSG00000034258
MGP_BALBcJ_G0028640	ENSMUSG00000033379
MGP_BALBcJ_G0006846	ENSMUSG00000100465
MGP_BALBcJ_G0001660	
MGP_BALBcJ_G0021326	ENSMUSG00000007589
MGP_BALBcJ_G0011210	
MGP_BALBcJ_G0015510	ENSMUSG00000085895
MGP_BALBcJ_G0040701	
MGP_BALBcJ_G0021717	ENSMUSG00000022272
MGP_BALBcJ_G0014558	
MGP_BALBcJ_G0021426	ENSMUSG00000035095
MGP_BALBcJ_G0023482	ENSMUSG00000067430
MGP_BALBcJ_G0002139	
MGP_BALBcJ_G0010757	
MGP_BALBcJ_G0026861	ENSMUSG00000039804
MGP_BALBcJ_G0024212	ENSMUSG00000024370
MGP_BALBcJ_G0004596	
MGP_BALBcJ_G0038278	ENSMUSG00000064685
MGP_BALBcJ_G0005933	ENSMUSG00000087018
MGP_BALBcJ_G0002163	
MGP_BALBcJ_G0014707	
MGP_BALBcJ_G0002675	
MGP_BALBcJ_G0036597	ENSMUSG00000087959
MGP_BALBcJ_G0006115	ENSMUSG00000105475
MGP_BALBcJ_G0008683	ENSMUSG00000092822
MGP_BALBcJ_G0033516	
MGP_BALBcJ_G0033985	ENSMUSG00000052616
MGP_BALBcJ_G0016202	ENSMUSG00000079436
MGP_BALBcJ_G0026259	ENSMUSG00000041358
MGP_BALBcJ_G0004562	
MGP_BALBcJ_G0028535	ENSMUSG00000059816
MGP_BALBcJ_G0004983	ENSMUSG00000104011
MGP_BALBcJ_G0037015	ENSMUSG00000090006
MGP_BALBcJ_G0030186	ENSMUSG00000004415
MGP_BALBcJ_G0018059	ENSMUSG00000043999
MGP_BALBcJ_G0033758	ENSMUSG00000052794
MGP_BALBcJ_G0024595	ENSMUSG00000024843
MGP_BALBcJ_G0020793	ENSMUSG00000021678
MGP_BALBcJ_G0020956	ENSMUSG00000021738
MGP_BALBcJ_G0035819	ENSMUSG00000058147
MGP_BALBcJ_G0007434	ENSMUSG00000098370
MGP_BALBcJ_G0006511	ENSMUSG00000085928
MGP_BALBcJ_G0003699	
MGP_BALBcJ_G0017820	ENSMUSG00000064030
MGP_BALBcJ_G0027930	ENSMUSG00000028197
MGP_BALBcJ_G0013240	
MGP_BALBcJ_G0038750	ENSMUSG00000089425
MGP_BALBcJ_G0013220	
MGP_BALBcJ_G0020135	ENSMUSG00000063130
MGP_BALBcJ_G0016386	ENSMUSG00000042474
MGP_BALBcJ_G0004346	
MGP_BALBcJ_G0033703	ENSMUSG00000035559
MGP_BALBcJ_G0031410	ENSMUSG00000047515
MGP_BALBcJ_G0036472	ENSMUSG00000095256
MGP_BALBcJ_G0019476	ENSMUSG00000025162
MGP_BALBcJ_G0013075	
MGP_BALBcJ_G0015540	ENSMUSG00000106978
MGP_BALBcJ_G0026296	ENSMUSG00000046804
MGP_BALBcJ_G0020950	ENSMUSG00000021743
MGP_BALBcJ_G0023819	ENSMUSG00000023990
MGP_BALBcJ_G0026301	ENSMUSG00000074916
MGP_BALBcJ_G0018368	ENSMUSG00000043284
MGP_BALBcJ_G0014033	
MGP_BALBcJ_G0018677	ENSMUSG00000046275
MGP_BALBcJ_G0029539	ENSMUSG00000090061
MGP_BALBcJ_G0034693	ENSMUSG00000002028
MGP_BALBcJ_G0016607	ENSMUSG00000040181
MGP_BALBcJ_G0008797	ENSMUSG00000093061
